Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02 00:00:00-05:00,120.59244384262281,121.26129150390625,120.12425558259372,121.26129150390625,6295500,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,119.72296132381167,120.58289693303874,119.64652033504939,120.2293701171875,5596400,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,119.35031966247692,120.59245291577919,119.19743768617359,120.56378936767578,6411600,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,120.48733484359553,120.64976645780935,119.86626464181046,120.3726806640625,9150800,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,120.26758291018517,121.39506190788167,120.15292143438413,120.73577117919922,4725900,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,121.37596130371094,121.81548607434169,121.07020462458458,121.37596130371094,3821500,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,121.52883993822893,121.52883993822893,120.59245603369543,120.71666717529297,3703500,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,120.96509360998934,121.2899641646981,120.62111645315129,121.09886169433594,3224600,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,120.9077408854791,121.45237005339428,120.7166384556241,121.06061553955078,4340600,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,120.72621206597616,121.2039572718485,120.48733946304,120.7835464477539,3261900,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,121.48106070662283,121.8823649641598,121.37595616919924,121.8632583618164,4349500,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,122.18813123312485,122.46522437267161,122.0448134797511,122.2932357788086,6736600,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,121.67216367647106,122.10213879976297,121.27085939325013,121.92059326171875,4001900,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,122.36967444659092,122.80919190881473,121.75815382439282,121.8632583618164,3965100,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,121.2421991850958,122.19768976566385,120.62112884976364,122.04481506347656,3995900,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,122.2836687297653,122.35055276843184,119.81850166494675,120.3440170288086,5690900,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,117.74510565706011,119.15922761246034,117.51578267255101,118.54771423339844,7877100,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,119.12099999884757,120.1529314980482,118.66236863685666,119.70384979248047,5907700,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,120.09559387283178,120.56378214001917,119.55096462207527,119.63695526123047,2930000,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,118.70057018871886,119.56050567766931,118.46169759960753,119.43629455566406,5230500,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,121.88235427594883,122.04479318578578,119.49362825273055,119.74205780029297,8422000,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,120.4109227142095,122.08303127128794,120.4013730568357,120.59246826171875,8009500,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,122.36010940634007,123.20094570020134,122.0830162903916,122.79007720947266,8348600,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,123.60224324234443,123.75512521103953,122.55119793209941,123.41114807128906,6677000,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,123.68821933976618,123.71688288307303,123.134033203125,123.134033203125,5519900,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,122.57985461593586,123.18181822170396,122.1021167150444,122.59896850585938,3633800,0.0,0.0,0.0
2020-02-10 00:00:00-05:00,122.50340734243865,123.99396975072335,122.50340734243865,123.98440551757812,2933600,0.0,0.0,0.0
2020-02-11 00:00:00-05:00,124.49084982028745,125.4941177530761,124.18510044417377,124.95904541015625,5507900,0.0,0.0,0.0
2020-02-12 00:00:00-05:00,125.58012715889922,126.30630937245708,125.561027843533,126.23941802978516,3905300,0.0,0.0,0.0
2020-02-13 00:00:00-05:00,125.74254462641676,126.48782598481685,125.38900325821292,126.0196304321289,3553400,0.0,0.0,0.0
2020-02-14 00:00:00-05:00,126.25848179823817,126.4113637382518,125.48453702390258,125.8285140991211,2479800,0.0,0.0,0.0
2020-02-18 00:00:00-05:00,125.6470113085154,126.22986114567924,125.12148857342846,125.8189926147461,3370100,0.0,0.0,0.0
2020-02-19 00:00:00-05:00,126.2680674285608,126.8222536842913,126.2011906730154,126.38273620605469,2318100,0.0,0.0,0.0
2020-02-20 00:00:00-05:00,126.27762187349609,126.77446641214114,124.87304974003793,126.43050384521484,5416400,0.0,0.0,0.0
2020-02-21 00:00:00-05:00,125.87631289231166,126.01008096762143,124.17554111496167,124.50040435791016,6161300,0.0,0.0,0.0
2020-02-24 00:00:00-05:00,120.27712231515886,121.38549461733392,119.62738858728692,120.21979522705078,8753600,0.0,0.0,0.0
2020-02-25 00:00:00-05:00,121.27085576611161,121.52884229033342,116.73227576926779,117.00936889648438,14609800,0.0,0.0,0.0
2020-02-26 00:00:00-05:00,117.70685748545766,118.7961158914284,115.78631985816703,116.08251953125,12360400,0.0,0.0,0.0
2020-02-27 00:00:00-05:00,113.70337578124725,116.07299555966888,111.33375600282561,111.3910903930664,17716900,0.0,0.0,0.0
2020-02-28 00:00:00-05:00,107.77932644690641,110.83689299285275,107.52133994126532,110.6744613647461,20616100,0.0,0.0,0.0
2020-03-02 00:00:00-05:00,111.00887502178412,114.48685949642224,109.45142829330045,114.47730255126953,9511200,0.0,0.0,0.0
2020-03-03 00:00:00-05:00,114.81172645662397,116.32139570225883,110.64578785667162,111.70638275146484,14774300,0.0,0.0,0.0
2020-03-04 00:00:00-05:00,113.45491847752768,115.6621060722804,112.22233509079892,115.5665512084961,7342200,0.0,0.0,0.0
2020-03-05 00:00:00-05:00,112.80519106886895,113.54092273814747,110.39735853716887,111.2573013305664,7299800,0.0,0.0,0.0
2020-03-06 00:00:00-05:00,107.8653240866431,110.13938889710663,107.17736974672091,109.54698944091797,8327500,0.0,0.0,0.0
2020-03-09 00:00:00-04:00,101.35842768111654,105.77278885089052,98.89326059499051,102.6483383178711,8414900,0.0,0.0,0.0
2020-03-10 00:00:00-04:00,106.26008891142371,108.3239517211914,102.59100919158787,108.3239517211914,10969600,0.0,0.0,0.0
2020-03-11 00:00:00-04:00,105.36192891585708,105.88745158028944,101.41575597412906,102.39990997314453,7627300,0.0,0.0,0.0
2020-03-12 00:00:00-04:00,94.66042505152437,98.10018872160485,91.0104523461379,92.05193328857422,9980800,0.0,0.0,0.0
2020-03-13 00:00:00-04:00,97.07781833410324,97.81354998765721,91.69841027507633,97.74666595458984,8036900,0.0,0.0,0.0
2020-03-16 00:00:00-04:00,86.99740515565742,91.58375477134342,84.69466975761506,85.36351013183594,8408900,0.0,0.0,0.0
2020-03-17 00:00:00-04:00,87.27448974396621,90.51360891056844,82.41104710110963,88.65039825439453,13567000,0.0,0.0,0.0
2020-03-18 00:00:00-04:00,82.95567611947037,85.15330695229781,78.1017831447574,83.55763244628906,13828800,0.0,0.0,0.0
2020-03-19 00:00:00-04:00,83.20410275228517,88.91793105396242,80.44273618000524,86.47187805175781,7442100,0.0,0.0,0.0
2020-03-20 00:00:00-04:00,87.4847003980287,90.2651810153844,83.75829359717955,83.901611328125,12891600,0.0,0.0,0.0
